Job_Number,Jobs_Gross_Margin_Percentage,Jobs_Gross_Margin,Labor_Pay,Labor_Burden,Material_Costs,PO_Costs,Labor,Equipment_Costs,Jobs_Total,Materials__Equip__POs_As_percent_of_Sales,Labor_Burden_as_percent_of_Sales,Labor_Pay_as_percent_of_Sales,Sold_Hours,Total_Hours_Worked,Total_Technician_Paid_Time,NonBillable_Hours,Jobs_Total_Costs,Is_Lead,Opportunity,Warranty,Recall,Converted,Jobs_Subtotal,Pricebook_Price,Income,Estimates,Jobs_Estimate_Sales_Subtotal,Jobs_Estimate_Sales_Installed,Materials__Equipment__PO_Costs,Lead Generated From Source
61422158,0.4076,204.48,61.04,63.73,172.4,0,501.65,0,501.65,34.37,12.7,12.17,1,1.12,1.58,0.12,297.17,0,1,0,0,1,501.65,768.13,501.65,1,501.65,501.65,172.4,Marketed Lead
61439053,0.6088,204.42,67.25,63.03,1.05,0,435.75,0,435.75,0.24,14.46,15.43,0.75,1.07,1.6,0.32,131.33,0,1,0,0,1,435.75,534.47,335.75,2,435.75,435.75,1.05,Marketed Lead
61494788,0.4457,811.91,204.59,172.16,0,632.84,1821.5,0,1821.5,34.74,9.45,11.23,2.76,3.02,3.67,0.26,1009.59,0,1,0,0,1,1821.5,2261.86,1821.5,3,1821.5,1821.5,632.84,Marketed Lead
72115471,0,-45.45,17.87,27.58,0,0,199,0,199,0,0,0,0,0.47,0.47,0.47,45.45,0,1,0,0,1,199,0,0,0,0,0,0,Marketed Lead
72137231,0.5951,270.99,71.81,103.68,8.91,0,505.39,0,455.39,1.76,20.51,14.21,1,1.82,1.82,0.82,184.4,0,1,0,0,1,455.39,570.34,455.39,5,505.39,505.39,8.91,Marketed Lead
72183842,0.3258,52.13,44.14,63.73,0,0,209,0,160,0,39.83,27.59,0.25,1.12,1.12,0.87,107.87,0,1,0,0,1,160,260,160,1,160,160,0,Marketed Lead
72185364,-1.6512,-80.91,73.79,56.12,0,0,49,0,49,0,114.53,150.59,0,0.98,1.87,0.98,129.91,0,1,0,0,0,49,99,49,5,49,49,0,Marketed Lead
61560772,0.616,489.05,91.76,84.65,76.9,51.54,893.9,0,893.9,14.37,9.47,10.27,1.5,1.48,2.18,-0.02,304.85,0,1,0,0,1,893.9,1262.69,793.9,3,893.9,893.9,128.44,Marketed Lead
61568073,-0.6728,-1325.17,801.45,845.59,631.51,1016.18,2218.56,0,2218.56,74.27,38.11,36.12,2.26,14.82,17.8,12.56,3294.73,0,1,0,0,1,2218.56,2701.69,1969.56,4,2218.56,2218.56,1647.69,Marketed Lead
61573957,0,-187.98,90.01,97.97,0,0,0,0,0,0,0,0,0.01,1.72,2.35,1.71,187.98,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
61688388,0,-221.34,144.3,77.04,0,0,249,0,249,0,0,0,0,1.35,1.72,1.35,221.34,0,1,0,0,1,249,0,0,0,0,0,0,Marketed Lead
67188301,0.8136,1072.77,124.69,108,13.14,0,1318.6,0,1318.6,1.44,11.86,13.7,2.25,1.8,2.97,-0.45,245.83,0,1,0,0,1,1318.6,1593.43,1318.6,3,910.35,910.35,13.14,Marketed Lead
67211215,-0.5514,-27.02,42.73,33.29,0,0,49,0,49,0,67.94,87.2,0,0.58,1.02,0.58,76.02,0,1,0,0,0,49,99,49,6,49,49,0,Marketed Lead
67391172,-3.3159,-137.61,88.11,91,0,0,0,0,0,0,0,0,2,1.52,2.13,-0.48,179.11,0,0,0,0,0,0,0,41.5,1,0,0,0,Marketed Lead
67395534,0.1598,29.89,73.41,83.7,0,0,187,0,187,0,44.76,39.26,0.25,1.47,1.92,1.22,157.11,0,1,0,0,1,187,260,187,3,187,187,0,Marketed Lead
78442737,-0.0532,-2.6,31.63,19.97,0,0,49,0,49,0,0,0,0,0.35,0.8,0.35,51.6,0,1,0,0,0,49,99,49,3,0,0,0,Marketed Lead
78464497,0.1173,31.79,121.28,117.94,0,0,271.01,0,271.01,0,43.52,44.75,0.25,2.07,3.17,1.82,239.22,0,1,0,0,1,271.01,322.01,271.01,4,271.01,271.01,0,Marketed Lead
78483832,0.8287,623.91,54.03,59.92,15.03,0,1001.89,0,1001.89,1.5,5.98,5.39,2,1.05,1.37,-0.95,128.98,0,1,0,0,1,1001.89,867.34,752.89,3,1001.89,1001.89,15.03,Marketed Lead
67410378,0.0904,12.48,66.55,58.97,0,0,138,0,138,0,31.54,35.59,0.25,1.03,1.58,0.78,125.52,0,1,0,0,0,138,161,138,2,187,138,0,Marketed Lead
67420369,-2.1839,-90.63,56.04,76.09,0,0,0,0,0,0,19.97,14.71,0,1.33,1.33,1.33,132.13,0,0,0,0,0,0,0,41.5,3,380.98,380.98,0,Marketed Lead
67427140,0.3923,233.05,135.2,115.09,10.32,100.44,594.1,0,594.1,18.64,19.37,22.76,1.75,2.02,3.22,0.27,361.05,0,1,0,0,1,594.1,708.04,594.1,2,594.1,594.1,110.76,Marketed Lead
67456452,0,-292.13,135.19,156.94,0,0,0,0,0,0,0,0,0,2.75,3.22,2.75,292.13,0,0,0,1,0,0,0,0,1,0,0,0,Marketed Lead
67482592,0,-414.4,132.77,101.77,179.85,0,0,0,0,0,0,0,2,1.78,2.33,-0.22,414.4,0,1,0,0,0,0,0,0,4,0,0,179.85,Marketed Lead
78498289,0.2977,252.06,225.32,310.22,59.04,0,896.64,0,846.64,6.93,36.42,26.45,1.5,5.25,5.7,3.75,594.58,0,1,0,0,1,846.64,1060.87,846.64,2,851.74,851.74,59.04,Marketed Lead
78532081,-1.0155,-49.76,58.81,39.95,0,0,49,0,49,0,81.53,120.02,0,0.7,1.43,0.7,98.76,0,1,0,0,0,49,99,49,4,49,49,0,Marketed Lead
78550129,0.3141,2001.54,651.93,847.82,712.18,234.12,6371.6,1924,6371.6,45.05,13.31,10.23,16,14.45,14.27,-2.37,4370.06,0,1,0,0,1,6371.6,7496,6371.6,3,6371.6,6371.6,2870.3,Marketed Lead
72212639,0.7535,157.48,21.08,30.44,0,0,209,0,209,0,14.56,10.09,0.25,0.53,0.53,0.28,51.52,0,1,0,0,1,209,260,209,4,209,209,0,Marketed Lead
72295700,-1.7296,-84.75,91.9,41.85,0,0,49,0,49,0,85.41,187.55,0,0.73,1.55,0.73,133.75,0,1,0,0,0,49,99,49,4,49,49,0,Marketed Lead
72300176,0,-450.75,209.15,241.6,0,0,0,0,0,0,0,0,0,4.23,4.88,4.23,450.75,0,1,0,0,0,0,0,0,5,0,0,0,Marketed Lead
72314516,0.5934,124.03,50.73,34.24,0,0,209,0,209,0,16.38,24.27,0.25,0.6,1.28,0.35,84.97,0,1,0,0,1,209,260,209,2,209,209,0,Marketed Lead
78562163,0.6377,299.1,77.74,82.75,9.44,0,519.03,0,469.03,1.82,15.94,14.98,1,1.45,1.97,0.45,169.93,0,1,0,0,1,469.03,534.13,469.03,4,519.03,519.03,9.44,Marketed Lead
78646259,0.7799,706.38,70.49,87.51,0,41.41,905.79,0,905.79,4.57,9.66,7.78,2,1.53,1.78,-0.47,199.41,0,1,0,0,1,905.79,1073.64,905.79,3,905.79,905.79,41.41,Marketed Lead
72336143,0.5432,1530.5,97.5,126.51,238.17,85.08,2817.75,740,2817.75,37.73,4.49,3.46,8,2.22,2.47,-5.78,1287.25,0,1,0,0,1,2817.75,3333,2817.75,1,2817.75,2817.75,1063.25,Marketed Lead
72348943,0.5131,232.98,100.15,109.38,0,11.53,554.04,0,554.04,2.08,19.74,18.08,1.75,1.92,2.53,0.17,221.06,0,1,0,0,1,554.04,547.89,454.04,3,554.04,554.04,11.53,Marketed Lead
72390291,0.8123,724.69,54.69,53.27,59.48,0,892.13,0,892.13,6.67,5.97,6.13,3.75,0.93,1.38,-2.82,167.44,0,1,0,0,1,892.13,1097.24,892.13,1,892.13,892.13,59.48,Marketed Lead
67483091,0.4164,578.46,288.26,347.7,16.85,157.91,1588.18,0,1588.18,7.9,15.71,13.03,2.75,6.05,7,3.1,810.72,0,1,0,0,1,1588.18,1920.54,1389.18,4,2212.69,1114.69,174.76,Marketed Lead
67485900,0.7676,858.85,108.58,125.55,0,25.92,1343.9,0,1218.9,1.93,9.34,8.08,2.5,2.2,2.58,-0.3,260.05,0,1,0,0,1,1218.9,1539.77,1118.9,2,1343.9,1343.9,25.92,Marketed Lead
67488990,0.3885,114.69,94.91,85.61,0,0,395.2,0,395.2,0,24.87,27.57,0.75,1.5,1.98,0.75,180.52,0,1,0,0,1,395.2,409.34,295.2,3,344.2,295.2,0,Marketed Lead
67506642,-0.3201,-13.28,48.6,6.18,0,0,0,0,0,0,0,0,0,0.9,1.35,0.9,54.78,0,0,0,0,0,0,0,41.5,1,0,0,0,Marketed Lead
67517388,0,-127.18,53.94,73.24,0,0,0,0,0,0,15.02,11.06,0,1.28,1.28,1.28,127.18,0,0,0,0,0,0,0,0,2,487.74,487.74,0,Marketed Lead
67744594,-11.0578,-143.75,66.39,90.36,0,0,0,0,0,0,0,0,0,1.58,2.15,1.58,156.75,0,0,0,0,0,0,0,13,2,0,0,0,Marketed Lead
67759751,0,-123.97,72.61,51.36,0,0,0,0,0,0,0,0,2,0.9,1.88,-1.1,123.97,0,0,0,0,0,0,0,0,1,0,0,0,Marketed Lead
67767239,0.5433,303.47,122.94,84.65,0,47.48,558.54,0,558.54,8.5,15.15,22.01,0.5,1.48,1.95,0.98,255.07,0,1,0,0,1,558.54,770.95,558.54,2,558.64,558.64,47.48,Marketed Lead
67811809,-2.6824,-1757.81,1061.35,736.37,154.71,460.7,655.32,0,655.32,0,0,0,2.25,23.2,25.23,20.95,2413.13,0,1,0,0,1,655.32,931.4,655.32,0,0,0,615.41,Marketed Lead
67882973,0.2917,155.41,151.31,212.72,0,13.3,532.74,0,532.74,2.5,39.93,28.4,1,3.6,3.6,2.6,377.33,0,1,0,1,1,532.74,737.3,532.74,1,532.74,532.74,13.3,Marketed Lead
78732529,0.7889,373.96,36.89,49.24,13.95,0,474.04,0,474.04,2.94,10.39,7.78,0.75,0.83,0.93,0.08,100.08,0,1,0,0,1,474.04,560.69,474.04,3,474.04,474.04,13.95,Marketed Lead
65997894,0.2469,52.84,83.36,77.8,0,0,214,0,214,0,36.36,38.95,0.25,1.32,1.98,1.07,161.16,0,1,0,0,1,214,322.01,214,3,214,214,0,Marketed Lead
66111831,0.3615,235.82,102,14.77,0,299.79,652.38,0,652.38,36.75,1.81,12.5,1.5,2.15,2.83,0.65,416.56,0,1,0,0,1,652.38,1032.67,652.38,2,815.78,652.38,299.79,Marketed Lead
66120519,0,-47.78,20.31,9.45,18.02,0,0,0,0,0.62,0.33,0.7,0,0.48,1.08,0.48,47.78,0,0,0,0,0,0,0,0,1,2890.85,2929.85,18.02,Marketed Lead
66184004,0,-98.76,74.4,10.99,13.37,0,0,0,0,0,0,0,0,1.6,2.07,1.6,98.76,0,1,0,0,0,0,0,0,0,0,0,13.37,Marketed Lead
66188514,0.5079,601.28,266.54,249.21,0,66.87,1333.9,0,1283.9,5.21,19.41,20.76,2.5,4.37,5.13,1.87,582.62,0,1,0,0,1,1283.9,1984.63,1183.9,3,1283.9,1283.9,66.87,Marketed Lead
72412052,0.6533,265.46,70.49,70.39,0,0,406.34,0,406.34,0,17.32,17.35,0.75,1.23,1.78,0.48,140.88,0,1,0,0,1,406.34,409.34,406.34,4,406.34,406.34,0,Marketed Lead
72417567,0,-42.82,25.7,17.12,0,0,0,0,0,0,0,0,2,0.3,0.65,-1.7,42.82,0,1,0,0,0,0,0,0,1,0,0,0,Marketed Lead
72425873,0.8036,473.79,56,54.22,5.55,0,639.55,0,589.55,0.94,9.2,9.5,0.75,0.95,1.42,0.2,115.76,0,1,0,0,1,589.55,692.55,589.55,2,589.55,589.55,5.55,Marketed Lead
72427795,0,-55.7,30.97,24.73,0,0,0,0,0,0,9.59,12,0,0.43,0.78,0.43,55.7,0,0,0,0,0,0,0,0,2,258,209,0,Marketed Lead
67906251,-1.4535,-60.32,90.6,11.22,0,0,0,0,0,0,0,0,0,1.63,2.52,1.63,101.82,0,0,0,0,0,0,0,41.5,0,0,0,0,Marketed Lead
67917134,0,-176.12,84.81,91.31,0,0,0,0,0,0,0,0,2,1.6,2.2,-0.4,176.12,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
67934060,0,-733.86,337.75,314.84,81.27,0,0,0,0,0,0,0,4,5.52,7.65,1.52,733.86,0,0,0,1,0,0,0,0,3,0,0,81.27,Marketed Lead
67935832,0.6746,2297.58,210.15,231.13,666.89,0,3505.75,0,3505.75,19.02,6.59,5.99,5,4.05,5,-0.95,1108.17,0,1,0,0,1,3505.75,4029,3405.75,5,3505.75,3505.75,666.89,Marketed Lead
67953734,0.5915,1191.11,266.83,360.49,2.03,193.28,2227.75,0,2152.75,8.77,16.18,11.98,4.75,6.32,6.92,1.57,822.64,0,1,0,0,1,2152.75,2780.66,2013.75,3,2227.75,2227.75,195.31,Marketed Lead
68234219,0,-303.31,150.17,153.14,0,0,0,0,0,0,0,0,2,2.68,3.88,0.68,303.31,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
68239449,0.6991,1427.42,208.05,282.5,35.6,88.29,2041.86,0,2041.86,6.07,13.84,10.19,3.25,4.95,4.95,1.7,614.44,0,1,0,0,1,2041.86,2426.22,2041.86,2,2041.86,2041.86,123.89,Marketed Lead
61725892,0,-12.02,11.02,1,0,0,0,0,0,0,0,0,0.01,0.02,0.27,0.01,12.02,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
61727428,0.6634,833.86,140.81,168.41,113.82,0,1356.9,0,1356.9,13.79,20.4,17.05,3.75,2.85,3.35,-0.9,423.04,0,1,0,0,1,1356.9,1948.72,1256.9,4,825.65,825.65,113.82,Marketed Lead
61751241,0.7667,37.57,9.6,1.83,0,0,49,0,49,0,0,0,0.01,0.27,0.27,0.26,11.43,0,0,0,0,0,49,99,49,1,0,0,0,Marketed Lead
78793997,0,-309.96,224.07,85.89,0,0,0,0,0,0,0,0,2,2.62,5.72,0.62,309.96,0,0,0,0,0,0,0,0,3,0,0,0,Marketed Lead
78840978,0,-134.06,68.43,65.63,0,0,0,0,0,0,0,0,0,1.15,1.7,1.15,134.06,0,0,0,0,0,0,0,0,0,0,0,0,Marketed Lead
78875523,0.4004,1127.79,280.33,365.25,252.28,51.1,2866.75,740,2816.75,37.04,12.97,9.95,8.5,6.4,6.97,-2.1,1688.96,0,1,0,0,1,2816.75,3432,2816.75,2,2816.75,2816.75,1043.38,Marketed Lead
78909732,0.4963,381.97,151.53,202.6,33.59,0,769.69,0,769.69,4.36,26.32,19.69,1.25,3.55,3.83,2.3,387.72,0,1,0,0,1,769.69,910.52,769.69,4,769.69,769.69,33.59,Marketed Lead
72445858,-1.0931,-54.38,59.7,44.43,0,0,0,0,0,0,0,0,0,0.73,1.5,0.73,104.13,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
72466835,0.617,3873.1,620.16,261.57,1080.86,441.24,6415.93,0,6415.93,23.72,4.08,9.67,9.25,11.58,12.37,2.33,2403.83,0,1,0,0,1,6415.93,7796.97,6276.93,8,6415.93,6415.93,1522.1,Marketed Lead
72511391,0.7791,1178.75,99.48,144.58,90.14,0,1512.95,0,1512.95,6.61,10.61,7.3,3,2.53,2.52,-0.48,334.2,0,1,0,0,1,1512.95,1769.52,1512.95,1,1363.26,1363.26,90.14,Marketed Lead
66269636,0.803,206.14,21.02,29.55,0,0,256.7,0,256.7,0,11.51,8.19,0.75,2.45,2.45,1.7,50.57,0,1,0,0,1,256.7,409.34,256.7,1,256.7,256.7,0,Marketed Lead
66276054,0,-92.82,37.66,47.56,7.6,0,0,0,0,0,0,0,0,0.83,0.98,0.83,92.82,0,1,0,0,0,0,0,0,0,0,0,7.6,Marketed Lead
66278853,0,-297.48,120.49,143.63,0,33.36,0,0,0,0,0,0,2,2.52,2.87,0.52,297.48,0,0,0,1,0,0,0,0,0,0,0,33.36,Marketed Lead
66278996,0,-183.52,87.45,96.07,0,0,139,0,139,0,69.11,62.91,0,1.68,2.28,1.68,183.52,0,0,0,0,0,139,0,0,3,139,139,0,Marketed Lead
68306247,0,-167.15,86.81,79.9,0.45,0,0,0,0,0,0,0,2,1.4,2.27,-0.6,167.15,0,1,0,0,0,0,0,0,0,0,0,0.45,Marketed Lead
68313868,0,-674.24,200.34,272.03,0.93,200.93,0,0,0,0,0,0,2,4.77,4.77,2.77,674.24,0,0,0,1,0,0,0,0,0,0,0,201.86,Marketed Lead
68321374,0.9288,3822.34,203.85,88.97,0,0,4165.16,0,4115.16,0,2.16,4.95,5.5,4.3,4.85,-1.2,292.82,0,1,0,0,1,4115.16,4966.01,4115.16,4,4115.16,4115.16,0,Marketed Lead
68485089,0,-191.78,93.81,97.97,0,0,199,0,199,0,0,0,0,1.72,2.43,1.72,191.78,0,1,0,0,1,199,0,0,0,0,0,0,Marketed Lead
68501602,0,-102.54,61.64,40.9,0,0,49,0,0,0,0,0,0,0.72,1.47,0.72,102.54,0,1,0,0,0,0,99,0,3,0,0,0,Marketed Lead
68514919,0.6983,198.87,34.92,50.41,0.58,0,284.78,0,284.78,0,0,0,0.75,0.88,0.88,0.13,85.91,0,1,0,0,1,284.78,341.11,284.78,0,0,0,0.58,Marketed Lead
68543199,0.8005,19.88,2.1,2.85,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,4.95,0,0,0,0,0,0,0,24.83,0,0,0,0,Marketed Lead
68806970,-2.136,-104.66,101.35,52.31,0,0,49,0,49,0,106.76,206.84,0,0.92,2.38,0.92,153.66,0,1,0,0,0,49,99,49,3,49,49,0,Marketed Lead
68808591,0.4606,22.57,11.21,15.22,0,0,49,0,49,0,0,0,0,0.27,0.27,0.27,26.43,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
68809746,-1.566,-76.73,73.42,52.31,0,0,49,0,49,0,106.76,149.84,0,0.92,1.57,0.92,125.73,0,1,0,0,0,49,99,49,3,49,49,0,Marketed Lead
68844323,0.2098,31.47,58.95,59.58,0,0,150,0,150,0,0,0,0.75,0.98,1,0.23,118.53,0,1,0,0,0,150,150,150,3,0,0,0,Marketed Lead
68857277,0.4764,335.86,147.81,200.7,20.64,0,705.01,0,705.01,1.66,16.15,11.89,2.5,3.52,3.52,1.02,369.15,0,1,0,0,1,705.01,835.91,705.01,2,1242.74,1242.74,20.64,Marketed Lead
68858160,0.1307,91.02,233.31,264.42,0,107.44,696.19,0,696.19,15.43,37.98,33.51,1.75,4.63,5.52,2.88,605.17,0,1,0,0,1,696.19,753.19,696.19,3,696.19,696.19,107.44,Marketed Lead
79015154,0,-288.6,124.96,73.72,89.93,0,0,0,0,0,0,0,2,2.43,3.2,0.43,288.6,0,0,1,0,0,0,0,0,0,0,0,89.93,Marketed Lead
79017713,0.5027,731.07,189.71,243.5,155.71,134.35,1703.34,0,1703.34,17.03,14.3,11.14,2.5,4.27,4.77,1.77,723.27,0,1,0,0,1,1703.34,1790.2,1454.34,5,1703.34,1703.34,290.06,Marketed Lead
79085297,-0.9884,-48.43,62.24,35.19,0,0,49,0,49,0,71.82,127.02,0,0.62,1.08,0.62,97.43,0,0,0,0,0,49,99,49,1,49,0,0,Marketed Lead
79314289,0.9174,464.7,17.13,24.73,0,0,506.56,0,506.56,0,4.88,3.38,0.5,0.43,0.43,-0.07,41.86,0,1,0,0,1,506.56,506.56,506.56,1,506.56,506.56,0,Marketed Lead
79384217,0.1335,38.03,104.1,132.21,10.44,0,384.78,0,384.78,2.71,34.36,27.05,1.52,2.32,2.63,0.8,246.75,0,1,0,0,1,384.78,341.11,284.78,2,384.78,384.78,10.44,Marketed Lead
79401078,0.8255,823.78,79.06,95.12,0,0,997.96,0,997.96,0,23.8,19.78,1.25,1.67,2,0.42,174.18,0,1,0,0,1,997.96,1052.96,997.96,1,399.73,399.73,0,Marketed Lead
79401110,-1.2828,-63.82,57.45,56.12,0,0,0,0,0,0,0,0,0,0.98,1.5,0.98,113.57,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
72534287,0.7024,466.93,155.16,42.71,0,0,623.3,0,623.3,0,6.85,24.89,0.5,2.18,2.62,1.68,197.87,0,1,0,0,1,623.3,735.3,664.8,1,623.3,623.3,0,Marketed Lead
72541071,0.8157,816.32,74.05,110.34,0,0,1000.71,0,1000.71,0,11.03,7.4,2,1.93,1.93,-0.07,184.39,0,1,0,0,1,1000.71,1185.31,1000.71,1,1000.71,1000.71,0,Marketed Lead
72542743,0,-587.31,93.55,135.07,0,358.69,0,0,0,0,0,0,2,2.37,2.37,0.37,587.31,0,1,0,0,0,0,0,0,0,0,0,358.69,Marketed Lead
72575381,0,-43.99,29.65,14.34,0,0,0,0,0,0,0,0,0,0.73,0.75,0.73,43.99,0,0,0,0,0,0,0,0,2,0,0,0,Marketed Lead
72597392,0.6839,236.2,54.02,55.17,0,0,445.39,0,445.39,0,12.39,12.13,0.75,0.97,1.37,0.22,109.19,0,1,0,0,1,445.39,409.34,345.39,6,445.39,445.39,0,Marketed Lead
72630165,0.7307,611.24,88.29,93.21,43.73,0,803.3,0,803.3,5.44,11.6,10.99,1.5,1.63,2.23,0.13,225.23,0,1,0,0,1,803.3,924.64,836.47,5,803.3,803.3,43.73,Marketed Lead
72700576,-1.1423,-56.83,56.17,50.41,0,0,0,0,0,0,0,0,0,0.88,1.47,0.88,106.58,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
68858209,0.4002,302.32,176.82,214.96,0,61.29,755.39,0,755.39,8.11,28.46,23.41,1.75,3.77,4.35,2.02,453.07,0,1,0,0,1,755.39,812.39,755.39,3,755.39,755.39,61.29,Marketed Lead
68858677,0,-431.57,170.92,196.89,0,63.76,0,0,0,0,0,0,2,3.45,4.07,1.13,431.57,0,0,0,1,0,0,0,0,0,0,0,63.76,Marketed Lead
68861853,0,-162.85,79.15,83.7,0,0,199,0,199,0,42.06,39.77,2,1.47,2.07,-0.53,162.85,0,1,0,0,1,199,0,0,3,199,199,0,Marketed Lead
68865330,-0.9183,-45.68,60.24,35.19,0,0,0,0,0,0,0,0,0,0.62,1.43,0.62,95.43,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
68883363,0.5882,2166.72,270.24,277.29,229.3,0,4183.55,740,3683.55,34.4,9.84,9.59,9.5,4.85,6.55,-4.65,1516.83,0,1,0,0,1,3683.55,4984.28,3683.55,1,2817.75,2817.75,969.3,Marketed Lead
66281804,0,-21.95,8.95,13,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,21.95,0,1,0,0,0,0,99,0,1,0,0,0,Marketed Lead
66281940,-0.9826,-68.79,69.35,69.44,0,0,120,0,70,0,2.49,2.48,0.25,1.22,1.65,0.97,138.79,0,0,0,0,0,70,161,70,5,2793.25,2793.25,0,Marketed Lead
66284269,0.4705,176.78,90.37,91.59,0,16.96,375.7,0,375.7,3.99,21.57,21.28,0.75,1.55,2.15,0.8,198.92,0,1,0,0,1,375.7,597.71,375.7,1,424.7,375.7,16.96,Marketed Lead
66285005,-0.1694,-8.3,39.23,18.07,0,0,49,0,49,0,36.88,80.06,0,0.32,0.93,0.32,57.3,0,1,0,0,0,49,99,49,3,49,49,0,Marketed Lead
66301892,0,-50.09,30.12,19.97,0,0,0,0,0,0,0,0,0,0.35,0.72,0.35,50.09,0,0,0,0,0,0,99,0,0,0,0,0,Marketed Lead
61760350,0.6212,730.75,152.01,180,113.62,0,1176.38,0,1176.38,9.65,15.29,12.92,3,3,3.62,0,445.63,0,1,0,0,1,1176.38,2019.92,1176.38,2,1176.94,1022.21,113.62,Marketed Lead
61802181,-1.1755,-141.06,116.18,126.51,0,18.37,120,0,120,2.92,20.11,18.47,0.25,2.22,3.03,1.97,261.06,0,1,0,0,0,120,161,120,3,629.15,120,18.37,Marketed Lead
61803468,0.8653,568.16,0,84.7,3.77,0,855.62,0,855.62,0.44,9.9,0,3.5,1.43,1.93,-2.07,88.46,0,1,0,0,1,855.62,1112.66,656.62,3,855.62,855.62,3.77,Marketed Lead
61927508,0.5957,207.31,69.35,71.34,0,0,348,0,348,0,0,0,0.5,1.25,1.65,0.75,140.69,0,1,0,0,1,348,451.73,348,0,0,0,0,Marketed Lead
61930567,0,-117.66,67.25,50.41,0,0,0,0,0,0,0,0,0.5,0.88,1.6,0.38,117.66,0,1,0,0,0,0,0,0,4,0,0,0,Marketed Lead
72714898,0,-143.14,70.85,72.29,0,0,199,0,199,0,36.33,35.6,0,1.27,1.85,1.27,143.14,0,0,0,0,0,199,0,0,3,199,199,0,Marketed Lead
72717337,0,-31.69,16.47,15.22,0,0,0,0,0,0,0,0,0,0.27,0.42,0.27,31.69,0,1,0,0,0,0,0,0,1,0,0,0,Marketed Lead
68904774,0.2773,106.67,123.29,138.87,15.85,0,384.68,0,384.68,4.12,36.1,32.05,0.5,2.43,2.93,1.93,278.01,0,1,0,0,1,384.68,436.68,384.68,2,384.68,384.68,15.85,Marketed Lead
66453828,0.3259,15.97,14.01,19.02,0,0,49,0,49,0,38.82,28.59,0,0.33,0.33,0.33,33.03,0,1,0,0,0,49,99,49,2,49,49,0,Marketed Lead
68910353,0.7727,270.58,63.04,16.55,0,0,350.17,0,350.17,0,4.73,18,0.5,0.8,1.5,0.3,79.59,0,1,0,0,1,350.17,384.01,350.17,1,350.17,350.17,0,Marketed Lead
68911793,0.0306,18.58,213.2,317.69,0,57.06,795.53,0,745.53,7.17,39.93,26.8,1.75,5.57,5.57,3.82,587.95,0,1,0,0,1,745.53,812.95,606.53,4,795.53,795.53,57.06,Marketed Lead
68958754,0.2466,153.71,243.21,226.38,0,0,623.3,0,623.3,0,30.87,33.17,3,3.97,4.23,0.97,469.59,0,1,0,0,1,623.3,737.3,623.3,1,733.3,733.3,0,Marketed Lead
72741402,0.4848,1289.84,161.41,195.94,196.86,123.45,2660.5,693,2660.5,38.09,7.36,6.07,8,3.43,4.08,-4.57,1370.66,0,1,0,0,1,2660.5,3146,2660.5,1,2660.5,2660.5,1013.31,Marketed Lead
72753937,0.3095,176.18,188.63,204.5,0,0,569.31,0,569.31,0,15.59,14.38,3.25,3.58,4.8,0.33,393.13,0,1,0,0,1,569.31,674.78,569.31,3,1311.56,569.31,0,Marketed Lead
61933260,0,-66.24,40.63,25.61,0,0,0,0,0,0,0,0,2,0.43,0.97,-1.57,66.24,0,0,1,0,0,0,0,0,1,0,0,0,Marketed Lead
61934662,0,-219.8,104.05,115.09,0.66,0,0,0,0,0,0,0,0,2.02,2.72,2.02,219.8,0,0,0,0,0,0,0,0,0,0,0,0.66,Marketed Lead
61936068,0.2299,81.6,126.39,130.31,16.7,0,554,0,554,3.01,23.52,22.81,1.01,2.28,2.5,1.27,273.4,0,1,0,0,1,554,673.37,355,3,554,554,16.7,Marketed Lead
62025544,0,-214.3,59.6,50.49,104.21,0,0,0,0,0,0,0,4,0.83,1.52,-3.17,214.3,0,0,1,0,0,0,0,0,0,0,0,104.21,Marketed Lead
79409017,0.4395,1193.52,226.31,195.94,406.83,0,2674.1,693,2674.1,41.13,7.33,8.46,8,3.43,4.32,-4.57,1522.08,0,1,0,0,1,2674.1,3146,2715.6,3,2674.1,2674.1,1099.83,Marketed Lead
79414799,0.1215,26.13,131.82,41.87,15.22,0,223.54,0,188.03,6.81,18.73,58.97,5.08,1.98,2.47,-3.1,188.91,0,0,0,0,0,173.54,262.99,215.04,3,223.54,0,15.22,Marketed Lead
79431930,0.4628,2003.11,226.3,311.03,213.61,153.89,4327.94,1420,4327.94,47.11,8.2,5.96,10.25,5.45,5.7,-4.8,2324.83,0,1,0,0,1,4327.94,5175.39,4327.94,1,3794.4,3794.4,1787.5,Marketed Lead
